,id,text,newest_id,oldest_id,result_count,next_token
63,1389480235939287041,"RT @KollektivFfm: Wir haben mit @A_DemosanisFFM über die Demo am #TagderArbeit in Frankfurt gesprochen. ""Es gibt mehrere Schädelbasisbrüche…",,,,
64,1389480234915819521,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
65,1389480231019315202,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
66,1389480227039027204,"Es werden für einen Dienstleister Lead Consultants Microsoft 365 (m/w/d) für verschiedene Standorte u.a. München in Festanstellung auf jobvention gesucht:
https://t.co/LDjMza2MQ7
https://t.co/4eUmUHUZBp
https://t.co/avzNMZiX1W
#jobvention #jobseeker #jobbörse #microsoft #digital",,,,
67,1389480187578966017,https://t.co/cCyzHS59yY Pink schrieb während Corona-Erkrankung ihr Testament neu https://t.co/EToMryNhLB Bitte retweeten #Nachrichten #Deutsch,,,,
68,1389480187449024514,Corona und Sport im Verein: »Wie ein Kindergeburtstag ohne Zucker« https://t.co/yhDkqJ9KGV https://t.co/IOpKRPvLzp,,,,
69,1389480184043106308,https://t.co/cCyzHRNyao Autoindustrie: Deutschlands wichtigste Branche überwindet Coronatief https://t.co/PgA5E9jVm1 Bitte retweeten #Nachrichten #Deutsch,,,,
70,1389480180297527298,Mark Selby holt vierten Snooker-WM-Titel – vor knapp tausend Zuschauern https://t.co/hG6v3haVHc https://t.co/RivTWelB1c,,,,
71,1389480179936874496,https://t.co/cCyzHRNyao Schausteller fürchten den Oktoberfest-Effekt https://t.co/HKdbZgpcJq Bitte retweeten #Nachrichten #Deutsch,,,,
72,1389480174752763906,Bester Preis für Höflichkeitslicht aus poliertem Messing auf Holzbasis (A.a.a. World-wide Enterprise Ltd.) https://t.co/sFs5JcSWMb https://t.co/bfX5kputMG,,,,
73,1389480150643974144,RT @derspiegel: Auf den Intensivstationen liegen immer mehr Jüngere mit Covid-19 – darunter auch werdende Mütter. In anderen Ländern wird d…,,,,
74,1389480145539538944,"@karlnehammer @LPDWien 
Polizeiterror am 1. Mai auch in Frankfurt
„staatlich legitimierten Gewaltexzess“, „Schlägertrupps der Polizei“Demonstration gezielt angegriffen. (FR)

Dort finden Offzielle deutliche Worte, während sie in A vom rechten Staat welchen sie meinen plappern!",,,,
75,1389480108818272258,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
76,1389480105756463104,"@a_nnaschneider @arnehoffmann Genau. Und die Frage ist, wann es keine Begründung mehr gibt. In meinen Augen gibt es nur eine sinnvolle, verfassungsrechtlich saubere Antwort: sobald Impfstoff für jeden da ist. #Freiheit #Selbstbestimmung #Menschenwürde",,,,
77,1389480098034864129,"@a_schaefermeier @sebastiankurz @philipkucher @volkspartei Es wäre schön, gäbe es in der SPÖ Führung mehr solche Leute wie @philipkucher Aber vielleicht gelingt es der Kärntner SPÖ die Wiener Löwelstraße neu zu beleben. Dort herrscht leider Agonie",,,,
78,1389480093853102080,sac: a postmodern rpg,,,,
79,1389480084717854720,RT @KeesmanMatthijs: Sinequa-Suchplattform für Microsoft Azure verfügbar https://t.co/HGQDLtxG4O via @bigdata_insider #bigdata #datadriven,,,,
80,1389480084503941122,"RT @Karl_Lauterbach: Sehr gut recherchierter Artikel zur Frage, ob Schwangere gegen Covid geimpft werden sollen. In der Summe spricht deutl…",,,,
81,1389480075238727682,"RT @christophbals: #Amazonas „ist jetzt ein Netto-Emittent. Wir wissen nicht, ab welchem Punkt diese Veränderung irreversibel werden könnte…",,,,
82,1389480064522276865,"@Annuschkanu Guten Morgen, Frau A😘",,,,
83,1389480059170217989,Gympass is growing! 💪  Hiring a New Business Development Analyst (São Paulo) https://t.co/HNPwl8oNt5,,,,
84,1389480055479406595,@twilliams2191 @A_dmg04 @CoolGuyGames @Aztecross @falloutplays @realMrAwareness bzw irgend nen filter,,,,
85,1389480018858889219,"#GLOMAN Is A #RichSTAR
RichHoe RichHoe Ima RICHHOE
#RichGLO #RichGLO Ima #RICHGLO https://t.co/nkItqDcVgq",,,,
86,1389480007051927554,"RT @dimetra_ecrit: „Merkels Zitteranfälle sind Folge des Klimawandels.“ (A. #Baerbock) 

Also, wenn das keine Bildung ist... 

#ARD",,,,
87,1389480002027237377,"RT @anna_cavazzini: Ständig warnen wir davor, dass der Amazonas kippt. Jetzt ist es so weit, zeigen neuste Berechnungen. Manchmal gibt es r…",,,,
88,1389479985111605251,RT @Alex_J_Thiele: #coronaverlosung 312: Heute spendet @a_free_heart sein Buch über eine Wissenschaft für den Wandel (@oekomverlag). Vielen…,,,,
89,1389479977301721089,"RT @robert_fietzke: Zwei Rentner (66 und 81) vor Gericht, die einen Ladendieb davor bewahren wollten, dass ihm durch das Sicherheitspersona…",,,,
90,1389479975917662209,"Wie unglaublich inkompetent oder unverfroren die türkise Ministerriege z.T. ist, kann man u.a. an den Auftritten von Frau Raab ""studieren"". 
Wie kommen wir als Steuerzahler dazu, eine derartige Ansammlung an Inkompetenz zu finanzieren? https://t.co/bWl5j9DJBP",,,,
91,1389479974613172226,"@kattascha ...Und laufen mit A****geweihen über dem Hintern, ""Sandra 12.08.1979"" und anderen Bildchen als lebende Mustertapeten herum 😂",,,,
92,1389479971899551747,"RT @DrSchleppfuss: @_donalphonso "" ""Deutschland wird zahlen"", sagte man in den zwanziger Jahren. Heute zahlt es: Maastricht, das ist der Ve…",,,,
93,1389479963099795456,"RT @derspiegel: 16 Jahre Kanzlerin Angela Merkel – war sie zu lange im Amt? Ja, finden zwei Drittel der Deutschen. 70 Prozent wünschen sich…",,,,
94,1389479933643198465,"@heinmax50 Ich auch - direkt nach der Schule ins Kino.

Und das einzige Panini-Album, das ich je gesammelt habe war Star Wars A New Hope.

Und die Hörspielkassette hatte ich auch.",,,,
95,1389479920368328707,"🚀 Digital Lab: #Innovation ist mehr als Heureka - Warum dauert es oft Jahre, bis eine Idee zu einem marktreifen Produkt heranreift? 👇 via @CIOredaktion  https://t.co/nPbQkbG8Uy",,,,
96,1389479912973631490,"RT @FrauWoj: #Kolumbien Mein Artikel ü die #Proteste gg die #Steuerreform. Mehrfach aktualisiert, schon wieder in e Detail veraltet: Ein pa…",,,,
97,1389479908833992705,"Für die Verkehrswende gibt es noch viel zu tun, u. a. eine universelle Plattform sowie ein Energiekonzept zu etablieren - damit vom EScooter, über EBikes, ÖPNV und PKWs alles nahtlos vernetzt und optimal für den User nutzbar wird 
https://t.co/8U74e2hDVs
#IoT #Mobility #connected",,,,
98,1389479896578207745,@twilliams2191 @A_dmg04 @CoolGuyGames @Aztecross @falloutplays @realMrAwareness der macht einfach colour correction bei dem screenshot damit sein hunter heftiger aussieht ich cringe weg forreal ich sterbe gleich,,,,
99,1389479893243674624,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
100,,,1389480934160969732,1389479893243674624,100.0,b26v89c19zqg8o3fostuksk7sqrk2rmorgssbj5nzwv3x
101,1389479872033067010,"Unbedingte Hörempfehlung aus obiger Lage:
PULS Musikanalyse, #Podcast von @puls_br, beschäftigt sich in der aktuellen Episode mit ""Mehr als Schalalalala: Musik im Fußballstadion"" und u.a. war Debbie dort beteiligt.
https://t.co/gPUfpR1HmP #FCSP #Fangesänge",,,,
102,1389479870015672320,"@Sador_Numspaq @Bytchinskaya @jumpzebra89 @axelfell @tbachner @a_eigel @adfc_nrw @Radkomm @AufbruchFahrrad @utesymanski @stadtdortmund Aber wenn ich von Dortmund nach Essen fahre, komme ich doch nicht über die Sador-Numspaq Brücke - außer ich fahre einen Umweg. Oder? 🤔",,,,
103,1389479866567909378,"RT @dimetra_ecrit: „Merkels Zitteranfälle sind Folge des Klimawandels.“ (A. #Baerbock) 

Also, wenn das keine Bildung ist... 

#ARD",,,,
104,1389479859882274817,Heute Tag 2 der #MKK Münchner Kapitalmarkt Konferenz der @GBC_Research u.a. mit #BenoHolding #BlueCap #Einhell #Intercard #SHSViveon und vielen anderen.,,,,
105,1389479828911427584,"RT @dimetra_ecrit: „Merkels Zitteranfälle sind Folge des Klimawandels.“ (A. #Baerbock) 

Also, wenn das keine Bildung ist... 

#ARD",,,,
106,1389479826604576768,RT @KonstantinKuhle: Auf den letzten Metern dieser Legislaturperiode wollen Union und SPD die Grenze zwischen Nachrichtendiensten und Poliz…,,,,
107,1389479814088830977,"Glüme - What Is A Feeling
https://t.co/KUNpMZP3AY",,,,
108,1389479808787128322,"RT @DailyUSANews: Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Nacht…",,,,
109,1389479806144745474,RT @Alex_J_Thiele: #coronaverlosung 312: Heute spendet @a_free_heart sein Buch über eine Wissenschaft für den Wandel (@oekomverlag). Vielen…,,,,
110,1389479795113725959,"RT @germansmartcity: Liebe KollegInnen vom @BSI_Bund, gibt es von eurer Seite schon erste Ergebnisse dazu?

Was meint die #digitaleZivilges…",,,,
111,1389479789564776448,"@a_watch @Die_Gruenen @fdp @CDU Gerade Kühne ist ein Paradebeispiel;
deutscher Staatsangehöriger mit Wahlrecht in Deutschland, aber
Wohnsitz Schweiz
steuerlicher Firmensitz  Schweiz
So vermeidet er Steuerzahlung an Deutschland genießt aber alle Rechte als deutscher Staatsbürger",,,,
112,1389479788855926786,RT @TheyCallMeDoc1: NASA tells SpaceX to halt lunar lander work pending protest by Bezos https://t.co/PsA06JItIL via @MailOnline,,,,
113,1389479785462644738,"RT @thsch: 🍪❌ ""Der ultimative Cookie-Datenschutz-Ratgeber"" https://t.co/L749Dj6dph - 99 % der Cookie-Opt-Ins sind unzulässig. Wie es besser…",,,,
114,1389479781796823041,"@s_edain @a_nnaschneider So lässt sich auch erahnen, was in unsere Gesellschaft schief läuft, mit so einer Einstellung. Ich glaube Anna verwechselt liberal sein mit Egoismus. Das ist Gift für die Gesellschaft. Menschen sind sozial.",,,,
115,1389479765590020098,@HerschelWellin2 @a_nnaschneider Wozu denn impfen?,,,,
116,1389479743922139139,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
117,1389479742148169733,"RT @AngelaFurmaniak: Ich bin froh für die Betroffenen, u.a. die Kollegin @SedaBasay
Aber so wichtig es den Behörden ist zu betonten, dass d…",,,,
118,1389479728860602373,RT @GKlamt54: Studie über Fahrzeugproduktion: Deutschland verliert als Autostandort an Bedeutung https://t.co/pdEtc4hr6A,,,,
119,1389479720278974464,"Thomas Carle: https://t.co/gwE99sLBhC ""If You WANT: Follow on Instagram for more Inspiration."" -  Glasbrucherkennung über einen Abrissdraht an oder in  der Scheibe."" | Danke: A. Haas | 2046 | Making the world safer. Thomas
#security
#alarmanlage https://t.co/QlWdYZXvXn",,,,
120,1389479718311710722,"Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Nachtermin (Montag, 14. Juni) des Englisch-Abiturs für Sie und Euch verfügbar. Yasmin Nasrudin und das gesamte… https://t.co/yoF0PFNo0P #america #american #usa https://t.co/gD869VvVGE",,,,
121,1389479713614311425,RT @Alex_J_Thiele: #coronaverlosung 312: Heute spendet @a_free_heart sein Buch über eine Wissenschaft für den Wandel (@oekomverlag). Vielen…,,,,
122,1389479712729309184,"Thomas Carle: https://t.co/Xo5zDd7cMM ""Leitfaden - So nimmst Du eine Telenot Anlage in Betrieb."" -  Es wäre unsinnig 800.000 Euro zu verlieren, um 25.000 Euro zu sparen."" | Danke: A. Schumacher | 4016 | https://t.co/5EwvI2bnHt
#security
#staysafe https://t.co/nRldJIgjXn",,,,
123,1389479707771539456,RT @Alex_J_Thiele: #coronaverlosung 312: Heute spendet @a_free_heart sein Buch über eine Wissenschaft für den Wandel (@oekomverlag). Vielen…,,,,
124,1389479704231567360,"RT @najmeh_1370: Alis Ehe Ethik war so,  dass er selbst sagt: Ich schwöre bei Gott,  ich habe Fatima(s.a.)  nie verärgert und sie nicht gez…",,,,
125,1389479702491017218,"Thomas Carle: https://t.co/gwE99sLBhC ""If You WANT: Follow on Instagram for more Inspiration."" -  Die Brandmelder auf der Alarmanlage wählen Deine hinterlegte Nummer an."" | Danke: A. Winkler | 2068 | I like You. Thomas
#security
#alarmanlage https://t.co/YWJuHyL2Zc",,,,
126,1389479695482302466,"RT @lastminutesnews: Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Na…",,,,
127,1389479695348076545,"RT @lastminutesnews: Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Na…",,,,
128,1389479694894985219,"RT @lastminutesnews: Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Na…",,,,
129,1389479687236329473,"We need a Change - das Motto des #QUOVADIS21! Gitta Rometsch nimmt die Branche in die Pflicht: „Auf was kommt es wirklich an, wenn es um den „Change“ geht? Damit verbunden ist das Hinterfragen unseres Mindsets.“ Soziale und ökologische Lösungen müssen kombiniert geplant werden. https://t.co/imaxMxryNZ",,,,
130,1389479678851887104,"ARBURG Allrounder 270-350-90 Multronica R 1184  D U R O P L A S T  Spritzgiessmaschine

         ARBURG A 270M - 350 - 90 Baujahr 1992
li.Holmabstand 270mm,Schließkraft 35t, mit ... https://t.co/b06OXVlPZg",,,,
131,1389479677081890818,"ARBURG Allrounder 270 C - 300 - 80  R 1190  D U R O P L A S T Spritzgiessmaschine ARBURG  A 270C - 300 - 80 Baujahr 1993             li.Holmabstand 270mm,Schließkraft 30t, mit ... https://t.co/7zdr3aruzV",,,,
132,1389479669658005505,"RT @dw_learngerman: Serkan lernt _______ Deutsch mit der Deutschen Welle.
a) kürzlich
b) seit Kurzem
c) vor Kurzem https://t.co/YhASxM5elL",,,,
133,1389479657460826114,"Mit ihren Feuchtekonstantgeräten ""EBC"" wurde die miniClima Schönbauer GmbH über die Jahre zu einem weltweit von Museen, Ausstellern, Vitrinenherstellern und industriellen Anwendern geschätzten Lieferanten.
#Vitrinen #Klimatechnik #miniClima #Museen #Museum
https://t.co/6iACnVBfa4 https://t.co/J58exd8ZCL",,,,
134,1389479653115633665,"https://t.co/3sYLeD7htA
Jakub87 added a bet 'KSV Holstein Kiel - SV 1916 Sandhausen' with odds and prediction 1.86 for KSV Holstein Kiel, stake - 10/10",,,,
135,1389479643061891075,"#wwe2k19 Diesel has a seizure #PS4share

https://t.co/3nMFotpjLG https://t.co/eI0tVct88d",,,,
136,1389479613953363969,"Der #Staatstrojaner ""soll der Vorlage zufolge zur Aufklärung schwerer Bedrohungen für den demokratischen Rechtsstaat beitragen"" Dabei unterminiert er alles, wofür eine liberale Demokratie, ein Rechtsstaat steht! 
Er ist ein Angriff auf jede:n(!) Bürger:in! https://t.co/C3Kyq8SNAW",,,,
137,1389479612846067713,RT @GSPSipo: (KS) Kommando Spezialkräfte #KSK der #Bundeswehr soll begonnenen Abzug der 1.100 deutschen Soldaten mit u.a. 123 Fahrzeugen &amp;…,,,,
138,1389479607221604358,"Fatima Daas ist im Gegensatz zu Lale Gül in keiner reaktionären Vereinigung aufgewachsen. Lale Güls Eltern haben ihr Kind, wie zahlreiche andere Eltern, Reaktionären anvertraut. Den Preis zahlen die Kinder. Fatima Daas hingegen kann sie selbst sein. (2/3)
https://t.co/blI1h8L49j",,,,
139,1389479588770713602,"RT @derspiegel: Mehrere Waggons stürzten in die Tiefe: In Mexiko-Stadt ist eine Brücke samt Metro-Zug eingebrochen, unter dem Bauwerk fuhre…",,,,
